timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,4.0800,90.1110,-59.7260,1.8480,0.6520,0.7380,2.2790,9.6650,2.0350,12.4080,-45.4780,105.2820,0.1390,-0.3830,-0.5820,0.4500,-9.4040,3.7490,21.6160,-67.2420,77.2040,-0.0450,-1.0050,-0.0070,-5.4800,-8.1830,0.5600,-9.9370,-84.9340,70.7350,0.7440,-0.7610,0.2040,-2.8110,-8.9590,-2.2290,7.3990,-1.2320,44.0580,0.5410,-0.2080,-0.1930,-1.9080,-8.3340,4.9270,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
20,4.1320,90.0200,-59.7260,0.9930,-0.3870,-2.9720,1.6140,9.3160,2.3420,12.4230,-45.4850,105.2820,1.1920,-0.9170,-0.7810,0.3810,-9.3420,3.7010,21.6250,-67.2780,77.2040,0.4750,-1.4180,-0.1600,-5.3560,-8.1690,0.4790,-9.9070,-84.8750,70.7350,1.3090,-0.8520,0.3870,-2.8400,-8.9850,-2.0970,7.3960,-1.2230,44.0580,0.9810,-0.9550,-0.5730,-1.8360,-8.2720,4.9320,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
40,4.2170,90.1380,-59.7260,3.1920,1.5070,-1.2780,1.6570,9.6820,1.8290,12.3990,-45.4360,105.2820,2.2760,-1.0850,-0.8110,0.4910,-9.1150,3.7490,21.6270,-67.2680,77.2040,0.7800,-1.5400,-0.0830,-5.3060,-8.1140,0.5910,-9.8860,-84.7970,70.7350,1.0650,-1.0510,0.2800,-2.8060,-8.9520,-2.0090,7.3750,-1.1900,44.0580,0.8740,-1.4890,-0.6500,-1.8000,-8.1430,4.9660,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
60,4.1980,90.1580,-59.7260,0.8710,-1.5620,-0.7590,1.7690,9.4240,1.9540,12.3300,-45.3530,105.2820,2.2000,-0.9170,-0.2460,0.6510,-8.9570,3.8210,21.5960,-67.2350,77.2040,0.3220,-1.1730,0.1300,-5.1480,-8.1120,0.6850,-9.8780,-84.7170,70.7350,0.5000,-0.5930,-0.1630,-2.7320,-8.9900,-1.9700,7.3260,-1.1690,44.0580,0.2180,-1.0310,-0.7570,-1.6880,-8.2290,5.0250,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
80,4.0710,90.0630,-59.7260,0.3820,-3.8370,-0.4230,1.9800,9.2370,2.2840,12.3010,-45.3310,105.2820,0.9170,-0.4280,-0.0940,0.5510,-9.0860,3.7490,21.6080,-67.1970,77.2040,-0.0600,-0.4710,-0.2210,-5.2550,-8.0880,0.7210,-9.8360,-84.6160,70.7350,0.5130,-0.0100,-0.5590,-2.8010,-8.9690,-1.8890,7.3020,-1.1380,44.0580,-0.3010,-0.4360,-1.5510,-1.7380,-8.1740,5.0760,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
100,4.0550,90.2150,-59.7260,3.0080,-2.0970,0.8900,1.7720,9.6630,1.6810,12.2220,-45.2660,105.2820,1.1920,-0.9170,-0.0330,0.6920,-9.0430,3.8790,21.5840,-67.1450,77.2040,-0.2430,-1.0640,-0.2200,-5.1830,-8.1210,0.7780,-9.7950,-84.5340,70.7350,-0.1460,-0.3760,-0.1900,-2.8010,-8.8900,-1.8940,7.2400,-1.0990,44.0580,-0.3620,-0.5430,-1.5660,-1.5990,-8.0800,5.0610,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
120,3.9310,90.2010,-59.7260,0.7490,-3.6230,1.8980,2.0060,9.3300,2.0300,12.1380,-45.1820,105.2820,0.9780,-0.5960,1.0360,0.7300,-8.9570,3.9340,21.5850,-67.1020,77.2040,-1.0670,-0.4080,0.7880,-5.2410,-8.1260,0.8040,-9.7420,-84.4800,70.7350,-1.5500,-0.2980,-0.0820,-2.8680,-8.9780,-1.9110,7.2030,-1.0800,44.0580,-1.5220,0.1900,-0.9090,-1.6590,-8.1740,5.1330,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
140,3.8520,90.2960,-59.7260,1.6040,-2.1420,2.3100,2.0110,9.6100,1.7600,12.1190,-45.1710,105.2820,0.2000,-0.1690,1.4480,0.5360,-9.1080,3.7880,21.5740,-67.0850,77.2040,-1.2350,-0.2090,0.9870,-5.1930,-8.1550,0.7400,-9.7420,-84.4800,70.7350,-1.5500,-0.2980,-0.0820,-2.8680,-8.9780,-1.9110,7.1550,-1.0600,44.0580,-1.5070,-0.2220,-0.5890,-1.6570,-8.2070,5.1570,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
160,3.7830,90.3790,-59.7260,0.2600,-2.0050,0.4470,1.9940,9.6370,1.7020,12.0730,-45.1120,105.2820,0.2460,-0.1690,0.9900,0.6320,-9.0790,3.9580,21.5720,-67.0410,77.2040,-0.6090,-0.0260,0.6660,-5.2500,-8.2030,0.7900,-9.6760,-84.3280,70.7350,-0.6650,-0.1450,0.1930,-2.8060,-9.0190,-1.8530,7.1130,-1.0290,44.0580,-0.9270,-0.0390,-0.2830,-1.6640,-8.1810,5.1450,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
180,3.7430,90.3910,-59.7260,-1.4500,-1.1040,-1.0640,1.9420,9.5340,1.8120,12.0500,-45.0500,105.2820,0.0170,0.2430,0.6240,0.5750,-9.0670,3.9860,21.5710,-66.9830,77.2040,-0.4840,0.5850,0.6470,-5.2340,-8.2360,0.8310,-9.5870,-84.2630,70.7350,-0.9670,0.8790,0.3600,-2.9040,-8.9280,-1.8990,7.0800,-0.9790,44.0580,-0.9680,0.8010,0.0230,-1.6280,-8.0850,5.1690,-5.9830,80.4500,50.9080,-0.2330,-3.3750,-0.6090,-2.4530,-0.0010,-0.0010
